date,day_of_week,hour,service_location,number_of_counters,queue_length,average_service_time,students_arriving,exam_period,holiday,waiting_time
2026-04-27,Monday,9,Admin Office,2,19,1.1943101854144977,27,0,1,9.996965827875169
2026-03-16,Monday,13,Cafeteria,3,40,4.106886598902746,18,0,0,55.6458830962766
2026-04-04,Saturday,17,Admin Office,3,30,3.8773272214158094,32,0,1,39.98544843387681
2026-01-21,Wednesday,13,Fee Counter,4,47,6.128344767150041,27,0,0,72.4100141597917
2026-01-19,Monday,15,Fee Counter,5,56,3.977535555832551,55,0,0,41.75242365054581
2026-01-03,Saturday,8,Student Service Center,4,8,6.986159871509425,12,0,1,14.288779556570628
2026-02-27,Friday,13,Library Counter,2,26,5.924961698263154,10,0,0,74.89449437148733
2026-01-30,Friday,8,Student Service Center,4,78,7.366972406108584,66,1,0,147.84011942042505
2026-01-22,Thursday,16,Admin Office,1,34,4.102586756378376,28,0,0,138.00593166218593
2026-05-28,Thursday,11,Fee Counter,4,15,6.414251305110777,8,0,0,23.161250139074
2026-03-07,Saturday,14,Cafeteria,3,41,1.1152570174502427,16,0,0,17.950157876512268
2026-03-15,Sunday,10,Student Service Center,4,22,7.118213503181721,15,0,0,41.95204772460539
2026-03-11,Wednesday,15,Student Service Center,2,79,4.201960439462111,70,0,0,164.64605448543833
2026-06-18,Thursday,12,Cafeteria,4,36,3.8200950348720752,17,0,0,37.72782496720526
2026-06-13,Saturday,12,Student Service Center,1,86,5.458406790555177,69,0,0,468.7416447674145
2026-05-20,Wednesday,8,Library Counter,3,17,6.457108519330494,22,0,0,39.37220614280817
2026-03-31,Tuesday,12,Library Counter,3,79,1.917230185287862,62,0,0,50.49440912106341
2026-06-02,Tuesday,15,Cafeteria,2,68,7.898992256620884,72,0,1,267.0553614894631
2026-05-29,Friday,16,Library Counter,4,71,2.2003121565700052,69,0,0,43.456294532926805
2026-01-08,Thursday,12,Cafeteria,3,93,5.188562889501141,65,0,0,165.13819673750498
2026-06-06,Saturday,14,Fee Counter,3,74,7.206091909998559,45,0,0,182.0781692144462
2026-05-25,Monday,15,Admin Office,3,27,1.7832725343154703,27,0,0,19.75815562502564
2026-05-11,Monday,9,Library Counter,4,54,6.454506568128689,46,0,0,84.60263662851628
2026-01-03,Saturday,15,Admin Office,3,37,3.2433009689925765,17,1,0,41.98234041798075
2026-03-29,Sunday,9,Admin Office,1,29,2.665053753354035,28,0,0,79.24284829467892
2026-04-30,Thursday,17,Admin Office,4,69,6.039387362046549,69,0,0,107.81555030080713
2026-01-14,Wednesday,11,Fee Counter,1,22,1.5358925271066033,6,1,0,37.15857833492302
2026-01-02,Friday,9,Fee Counter,4,86,6.677929508633146,65,1,0,146.7348652463964
2026-05-10,Sunday,15,Student Service Center,3,18,5.533857940121619,11,0,0,35.18964675586574
2026-01-01,Thursday,8,Fee Counter,2,44,2.4276794559789785,37,0,0,56.070190774087195
2026-02-22,Sunday,14,Cafeteria,4,43,1.9129004892074026,15,0,0,22.243631467379053
2026-02-13,Friday,14,Cafeteria,4,70,7.372409768254926,41,0,0,128.53783989212562
2026-02-18,Wednesday,9,Student Service Center,2,69,5.874990731935395,72,0,0,206.5654672173704
2026-01-10,Saturday,17,Cafeteria,1,65,5.29991126027522,79,0,1,348.66473949122775
2026-03-02,Monday,9,Admin Office,5,3,5.469649604162611,8,0,0,8.14441616039143
2026-01-10,Saturday,17,Fee Counter,4,67,7.460108872845082,67,0,0,125.1843611749767
2026-03-28,Saturday,12,Admin Office,4,38,7.132334743225735,18,0,0,65.44428422430457
2026-03-12,Thursday,10,Fee Counter,1,78,1.3380946950757933,79,0,0,102.46325555832875
2026-03-05,Thursday,16,Library Counter,3,46,6.919438823267376,36,1,0,106.96830144353196
2026-03-29,Sunday,10,Student Service Center,1,34,4.078952175603305,33,0,0,138.58267741410558
2026-01-17,Saturday,8,Fee Counter,2,23,6.252625180788577,18,0,0,76.14851942825914
2026-03-01,Sunday,13,Student Service Center,2,54,6.252916352427113,28,0,0,167.16174098374643
2026-01-23,Friday,10,Cafeteria,3,54,3.449656323447943,40,1,0,66.57358649879384
2026-04-11,Saturday,9,Admin Office,3,71,3.608461972928069,76,0,0,87.8570259184788
2026-06-22,Monday,9,Admin Office,2,58,6.664909797774958,60,0,0,198.27955787039153
2026-03-26,Thursday,10,Cafeteria,5,27,3.8366418638830524,6,1,0,21.922811237452883
2026-02-20,Friday,10,Fee Counter,5,62,2.533031264310005,62,0,0,28.411752280955895
2026-02-16,Monday,9,Admin Office,5,17,6.349294513917721,14,0,0,26.102197600657963
2026-03-26,Thursday,11,Cafeteria,4,2,4.976153059233903,5,0,0,1.0
2026-05-06,Wednesday,10,Library Counter,4,53,6.265188561900658,51,0,0,84.53864367304186
2026-03-28,Saturday,17,Cafeteria,1,63,7.095541711055588,42,1,0,451.2253837578256
2026-04-16,Thursday,11,Student Service Center,1,72,1.262720566770962,68,0,0,93.47807655032369
2026-01-03,Saturday,11,Student Service Center,5,80,2.731344070728838,73,0,0,43.77649918146885
2026-06-17,Wednesday,14,Library Counter,2,48,5.448295637461073,19,0,0,130.00281280783213
2026-04-06,Monday,16,Library Counter,3,54,1.7885938287456538,55,0,0,35.69605546343813
2026-05-02,Saturday,8,Student Service Center,2,50,3.3726890438792076,48,0,0,87.01822115459622
2026-02-17,Tuesday,11,Admin Office,5,40,6.893066884346177,28,1,0,58.84326973399284
2026-05-14,Thursday,17,Library Counter,1,33,1.9891077806278759,31,0,0,66.42689369587427
2026-05-24,Sunday,16,Library Counter,1,38,3.122406342892136,42,0,0,121.75861615621379
2026-01-11,Sunday,9,Cafeteria,2,37,1.8591057395404231,34,0,0,37.455066216930135
2026-02-14,Saturday,17,Fee Counter,5,67,3.4925045299146524,64,0,0,44.05943104747626
2026-02-28,Saturday,11,Admin Office,1,53,5.588578928361438,56,0,0,298.0972075667683
2026-06-15,Monday,9,Student Service Center,3,24,5.748493104388471,19,0,0,48.62203745164802
2026-01-27,Tuesday,8,Admin Office,2,72,5.470577683044395,63,0,0,201.20901630601918
2026-03-09,Monday,17,Student Service Center,3,96,3.684268362002913,72,1,0,120.40668527606961
2026-03-03,Tuesday,14,Library Counter,2,65,1.4366740368870416,48,0,0,50.559420208474734
2026-04-29,Wednesday,15,Cafeteria,2,33,5.458230621248233,38,0,0,93.84506030144424
2026-02-07,Saturday,10,Student Service Center,3,16,5.232523851262489,17,0,0,31.85173759965133
2026-05-06,Wednesday,17,Admin Office,2,35,2.9479111759979824,31,0,0,52.12197353061538
2026-06-28,Sunday,11,Student Service Center,2,32,6.564693190720904,29,0,0,102.86959086747106
2026-05-02,Saturday,9,Cafeteria,5,11,5.7845331224122045,10,0,0,13.814166509882902
2026-05-03,Sunday,17,Library Counter,1,50,2.3667839877135632,47,0,0,119.97139787936817
2026-05-06,Wednesday,16,Student Service Center,2,67,3.2899264848060774,62,0,0,109.14419095213754
2026-01-10,Saturday,13,Fee Counter,5,69,2.9884777316069213,53,0,0,42.552650103619165
2026-06-02,Tuesday,14,Admin Office,2,73,2.9476183120563415,55,0,1,107.30481459052491
2026-05-25,Monday,10,Library Counter,4,18,1.0291414922862412,23,0,0,3.2243962091592326
2026-05-15,Friday,15,Admin Office,3,37,1.5908881816415485,40,0,0,19.55642370933591
2026-03-21,Saturday,15,Student Service Center,3,37,1.147086044599185,24,1,0,11.658021624309562
2026-04-19,Sunday,16,Admin Office,1,29,7.966840534997513,27,0,0,230.95575880072604
2026-06-24,Wednesday,14,Fee Counter,1,107,4.453839979306462,78,0,0,476.4327870896764
2026-05-30,Saturday,11,Cafeteria,2,49,3.2155977702077303,45,0,0,83.71794456913206
2026-05-18,Monday,10,Cafeteria,5,31,2.2876997550933407,33,0,0,16.210519616350233
2026-01-08,Thursday,16,Cafeteria,4,12,6.425874917982498,17,0,0,19.239581746474325
2026-04-25,Saturday,16,Student Service Center,3,50,2.6774459189197506,61,0,1,44.59191509241108
2026-03-19,Thursday,17,Admin Office,3,88,1.1408305699996955,68,1,0,33.71366632000591
2026-05-07,Thursday,12,Admin Office,4,50,1.581322551653177,9,1,0,24.337188372002636
2026-01-16,Friday,10,Fee Counter,5,47,4.904463345490646,46,0,0,47.98937609042379
2026-01-01,Thursday,10,Cafeteria,3,17,3.8864057320886594,9,0,0,25.70648008281
2026-04-01,Wednesday,13,Library Counter,1,91,5.647918739132028,55,1,0,513.6947142239205
2026-03-21,Saturday,16,Library Counter,5,100,5.527135774602647,79,1,0,113.97261232603385
2026-06-17,Wednesday,15,Student Service Center,3,42,6.927824805027365,37,0,0,96.91520815925689
2026-06-23,Tuesday,17,Fee Counter,1,29,6.091908852201733,20,0,0,180.46275943202886
2026-05-10,Sunday,16,Fee Counter,4,63,1.308883642365286,60,0,0,20.66779473458058
2026-02-10,Tuesday,12,Student Service Center,1,42,5.622629889391903,9,1,0,234.7787652281869
2026-02-01,Sunday,17,Fee Counter,5,64,4.199524920169441,57,0,0,57.126138757549384
2026-06-26,Friday,15,Library Counter,2,67,1.8991596069204129,61,0,0,63.0160509141824
2026-06-20,Saturday,14,Library Counter,1,81,5.103388968997835,47,1,0,415.992791210577
2026-03-23,Monday,14,Student Service Center,5,64,7.745335821879066,43,0,0,99.69914876487287
2026-05-30,Saturday,12,Fee Counter,4,54,5.2815162049410915,28,0,0,70.84272162610283
2026-01-15,Thursday,12,Fee Counter,4,41,1.7837563660058198,21,0,0,17.384489647644017
2026-06-05,Friday,8,Library Counter,5,53,5.192694604071534,58,0,0,56.96040005365324
2026-04-04,Saturday,10,Library Counter,3,35,3.9319830763981845,36,0,0,47.45687277277977
2026-04-30,Thursday,17,Admin Office,2,39,6.520171958356523,32,0,0,126.30921046004136
2026-05-07,Thursday,9,Admin Office,3,48,1.4372280978479934,41,0,0,24.922423904052373
2026-02-18,Wednesday,8,Cafeteria,2,69,2.3733584837848114,71,0,0,84.60252242836783
2026-01-14,Wednesday,15,Admin Office,4,48,2.849850184147195,47,0,0,35.5851483418379
2026-03-30,Monday,13,Library Counter,2,98,1.2625550631827571,73,0,0,66.60049769180192
2026-06-13,Saturday,16,Student Service Center,4,47,5.5141325891798285,23,1,0,62.52662938415072
2026-02-21,Saturday,15,Student Service Center,2,50,3.7238177629283276,38,1,0,95.70956263047145
2026-05-24,Sunday,16,Student Service Center,3,74,6.364757608787734,73,0,0,161.25084069354557
2026-02-21,Saturday,12,Cafeteria,3,96,2.3623945174257575,58,1,0,78.83511904452196
2026-03-11,Wednesday,14,Admin Office,4,42,7.751902978889098,23,0,1,86.227587263252
2026-05-24,Sunday,17,Admin Office,1,18,4.148701544953893,10,0,0,73.83010677564515
2026-01-12,Monday,17,Fee Counter,3,26,6.704035502596918,28,0,1,59.40695060270417
2026-02-24,Tuesday,8,Admin Office,5,63,7.229684921861854,62,0,0,92.29647875881463
2026-03-31,Tuesday,17,Fee Counter,5,21,2.183702991106073,13,0,0,11.33390933706881
2026-03-28,Saturday,17,Student Service Center,1,25,2.9173232860371785,22,0,0,76.49170567416526
2026-03-02,Monday,11,Cafeteria,2,16,6.134512190113587,21,0,0,52.57162458235826
2026-03-18,Wednesday,8,Fee Counter,2,45,4.142042612308689,46,0,0,91.49629041487732
2026-01-05,Monday,13,Cafeteria,5,71,7.184746377580072,41,1,0,101.38909758106443
2026-06-12,Friday,8,Cafeteria,4,86,6.28180712215579,79,0,0,133.76117212382138
2026-05-29,Friday,14,Library Counter,4,66,1.4951636979165084,46,0,0,23.132443113841177
2026-01-05,Monday,14,Fee Counter,5,34,4.0611417253717725,13,0,0,29.798927109876487
2026-04-18,Saturday,10,Library Counter,3,64,1.3782967033779499,69,0,0,29.47493549659415
2026-06-01,Monday,14,Fee Counter,5,110,3.962907096815041,66,1,0,85.16909527848948
2026-02-05,Thursday,14,Fee Counter,2,78,1.3954608829893749,49,0,0,59.33366551882822
2026-03-22,Sunday,11,Fee Counter,4,67,3.8461506382508484,59,0,0,61.89553268034126
2026-02-22,Sunday,15,Fee Counter,5,12,4.512773998949676,12,0,0,14.393950019361487
2026-02-27,Friday,8,Library Counter,2,74,6.099416292360986,79,0,0,223.2267015210809
2026-02-02,Monday,15,Cafeteria,2,59,2.2422475732014546,58,0,0,69.65922099210415
2026-02-03,Tuesday,9,Cafeteria,1,30,4.444285973961469,9,1,0,136.13488475668677
2026-06-10,Wednesday,16,Fee Counter,3,41,2.644343713644635,38,0,0,41.05723805369414
2026-01-09,Friday,10,Cafeteria,2,49,6.023861137536847,31,1,0,151.98957969051145
2026-03-23,Monday,8,Admin Office,4,81,3.8442623794866604,73,0,0,80.05243692785999
2026-04-19,Sunday,12,Fee Counter,2,74,1.9360443290837277,51,0,0,71.75095442219003
2026-06-26,Friday,9,Student Service Center,3,47,4.835120848561276,33,1,0,73.76998803034263
2026-03-28,Saturday,14,Library Counter,3,79,5.2293817584551014,56,0,0,138.36077185721197
2026-04-19,Sunday,8,Admin Office,3,41,2.860974948842861,43,0,0,37.73422654485212
2026-02-23,Monday,14,Student Service Center,2,104,3.9641841872046646,68,1,0,204.32018480675288
2026-05-27,Wednesday,12,Cafeteria,5,60,6.728896730694304,40,0,0,84.59086667840886
2026-05-24,Sunday,8,Library Counter,3,49,6.2641998187202015,52,0,1,102.75584188231218
2026-04-01,Wednesday,10,Cafeteria,2,69,1.5344558949412719,69,0,0,57.56260708983028
2026-03-22,Sunday,15,Library Counter,2,30,2.0891533992877567,25,0,0,31.58693484053311
2026-03-09,Monday,11,Student Service Center,5,78,1.1622755540325884,76,0,0,22.107317807681074
2026-06-16,Tuesday,10,Cafeteria,4,16,1.4401697826736282,10,0,0,7.81254540342215
2026-04-15,Wednesday,14,Admin Office,3,44,6.445079854505364,25,0,0,93.63522239200394
2026-06-08,Monday,12,Library Counter,5,35,2.381767714051972,27,0,1,19.370272055115827
2026-04-20,Monday,15,Student Service Center,4,38,4.083290302086952,34,0,0,41.46773609339751
2026-01-12,Monday,12,Admin Office,4,69,7.723594250045316,49,0,0,131.9738589997525
2026-03-07,Saturday,16,Admin Office,5,0,1.392675262563309,8,0,1,1.0
2026-05-11,Monday,13,Student Service Center,4,50,4.329644824018365,18,1,0,51.23962372387602
2026-02-08,Sunday,9,Library Counter,1,56,7.2569953370539615,33,1,0,406.4513511578688
2026-04-20,Monday,16,Cafeteria,5,32,5.884921459875108,14,1,0,42.242870996357176
2026-05-14,Thursday,14,Cafeteria,3,56,1.0667232014980845,43,0,1,17.51239393168295
2026-01-05,Monday,13,Cafeteria,2,85,6.339762631117798,58,0,0,270.27297899142343
2026-04-26,Sunday,17,Admin Office,2,20,6.342597846664504,32,0,1,62.9397335387929
2026-01-07,Wednesday,10,Fee Counter,3,63,1.3031128601073751,54,0,0,27.38644859043613
2026-06-04,Thursday,15,Fee Counter,3,4,6.193614461286062,13,0,1,7.62006235685751
2026-04-08,Wednesday,15,Library Counter,2,8,4.9329512284799915,9,0,0,22.9167446561004
2026-06-02,Tuesday,16,Fee Counter,2,56,6.564527524266674,60,0,0,187.72581003949216
2026-02-11,Wednesday,11,Admin Office,1,43,4.700128124939931,29,1,0,203.96277079547534
2026-03-17,Tuesday,14,Fee Counter,3,58,6.787051883817932,39,0,0,128.24383556582455
2026-01-27,Tuesday,17,Library Counter,5,74,1.223482821969247,73,0,0,21.734235089816824
2026-04-23,Thursday,13,Student Service Center,1,91,4.364651340549335,71,0,0,397.18275835061945
2026-01-25,Sunday,16,Cafeteria,1,13,7.617503596011693,5,0,0,103.22474139225126
2026-01-21,Wednesday,15,Student Service Center,2,60,3.279236942417687,64,0,0,97.34631123321851
2026-01-11,Sunday,10,Student Service Center,5,61,2.3541444240313294,57,0,0,33.00990018844171
2026-01-09,Friday,9,Fee Counter,3,12,7.041964831177271,6,0,0,29.607849815831138
2026-03-02,Monday,10,Student Service Center,3,65,6.250384203563005,48,1,0,137.78298707832036
2026-03-06,Friday,8,Student Service Center,2,71,3.973768922215843,66,0,0,144.36888516383792
2026-03-30,Monday,9,Library Counter,3,76,7.073380280548217,79,0,1,178.62664128652278
2026-02-28,Saturday,11,Cafeteria,1,21,4.9619953635465945,20,0,0,106.60509627501264
2026-02-01,Sunday,12,Fee Counter,2,104,6.131879847921702,75,0,0,319.4988835709861
2026-05-12,Tuesday,8,Library Counter,4,71,1.797739341238111,74,0,0,31.663993428175214
2026-04-10,Friday,10,Library Counter,2,52,1.7504674522784776,50,0,0,44.486181326153364
2026-02-21,Saturday,10,Library Counter,3,66,6.448994231952651,59,0,0,139.49014867558355
2026-03-06,Friday,10,Cafeteria,1,53,3.0650119784705088,50,0,0,163.4533196904551
2026-02-16,Monday,16,Student Service Center,2,31,3.7004532717579908,35,0,0,54.885536801592494
2026-02-20,Friday,14,Student Service Center,3,91,5.380857099531174,70,0,0,166.8799898014945
2026-06-29,Monday,14,Cafeteria,1,79,3.7726085013853137,63,0,0,302.24915200283624
2026-04-17,Friday,17,Fee Counter,3,60,4.534912381996744,66,0,1,95.36165956594067
2026-02-02,Monday,17,Library Counter,3,22,7.905643081238945,19,0,0,57.410608036403936
2026-06-19,Friday,15,Admin Office,2,4,1.0173628502987557,7,0,0,3.940023586005432
2026-06-15,Monday,11,Student Service Center,2,24,3.8942083858812673,16,0,0,46.222952447945225
2026-01-20,Tuesday,17,Library Counter,2,25,7.386748501297104,24,0,0,93.67390817275361
2026-01-23,Friday,13,Fee Counter,4,29,6.722686445461966,7,0,0,49.111008303126916
2026-04-08,Wednesday,9,Fee Counter,5,48,2.0561412488282316,51,0,0,17.311079918357123
2026-01-16,Friday,8,Admin Office,2,53,2.078154355089308,62,0,1,54.51891204447827
2026-03-26,Thursday,11,Admin Office,3,22,4.297237442443417,17,0,0,30.480862758456333
2026-05-31,Sunday,17,Library Counter,5,62,7.643823997269204,43,1,0,92.62239905300567
2026-03-17,Tuesday,17,Library Counter,3,17,6.448596315954679,19,0,0,39.13075369522963
2026-04-25,Saturday,9,Library Counter,5,30,7.437759049860046,23,0,0,42.667860349005245
2026-03-03,Tuesday,15,Student Service Center,2,46,2.2204610306902888,50,0,0,53.7456572074089
2026-02-16,Monday,13,Cafeteria,1,40,5.563123042336536,16,0,0,223.42039028264676
2026-05-07,Thursday,9,Fee Counter,4,16,3.865795579119568,18,0,0,15.287671900144002
2026-03-28,Saturday,17,Student Service Center,3,27,6.593047071271738,20,0,0,60.83062662406998
2026-03-24,Tuesday,13,Fee Counter,3,64,1.5556113638628475,48,0,0,33.36803428555601
2026-06-03,Wednesday,16,Admin Office,2,59,3.5308310635668843,73,0,1,106.19199400388673
2026-04-05,Sunday,10,Admin Office,2,18,6.4707249389618555,7,1,0,56.920474521522536
2026-02-01,Sunday,8,Student Service Center,4,8,1.609291334792871,13,0,0,5.88382873442885
2026-02-25,Wednesday,17,Library Counter,5,68,4.229949218127019,59,0,0,57.90959468504841
2026-03-11,Wednesday,17,Fee Counter,3,86,2.2917108810793003,64,1,0,64.26224329171941
2026-06-27,Saturday,12,Cafeteria,1,38,1.7735882329804373,9,0,0,67.66240817614954
2026-01-20,Tuesday,14,Library Counter,4,22,3.2057805540110964,5,0,0,17.96755826050087
2026-02-24,Tuesday,8,Admin Office,4,62,4.584462684359113,59,0,0,68.69708556527173
2026-02-20,Friday,17,Cafeteria,4,68,7.975151613787101,65,0,0,134.18230916457028
2026-02-12,Thursday,8,Fee Counter,3,75,2.375918507470863,66,0,0,60.04243501674657
2026-01-12,Monday,16,Cafeteria,2,24,4.239860338203652,23,0,0,51.72030406417508
2026-05-01,Friday,10,Student Service Center,2,25,5.148731335672456,25,0,0,62.41841547125346
2026-04-15,Wednesday,14,Library Counter,3,60,2.8097577612830427,45,0,0,59.40981712953717
2026-04-06,Monday,13,Library Counter,4,88,6.59874710011521,71,0,0,147.6796299327661
2026-02-09,Monday,15,Cafeteria,5,83,6.492272853464697,75,0,0,111.15107409037947
2026-03-09,Monday,15,Cafeteria,4,14,3.691302652047988,14,0,0,11.83009247708611
2026-03-29,Sunday,15,Student Service Center,1,17,5.874898352082802,15,0,0,101.50940287807116
2026-04-30,Thursday,15,Library Counter,4,11,3.7187400343773085,16,0,0,8.707325998415067
2026-02-19,Thursday,13,Library Counter,1,73,2.432319502601352,49,0,0,181.12487943912623
2026-05-05,Tuesday,8,Student Service Center,2,45,1.256776763836446,41,0,0,29.079711329447882
2026-02-03,Tuesday,12,Library Counter,5,86,2.3634811911812803,68,0,1,45.22168693096776
2026-06-08,Monday,9,Admin Office,3,9,1.6705597072312008,23,0,1,8.877500119516995
2026-04-05,Sunday,17,Library Counter,5,56,7.079425349851664,55,1,1,80.53595231852088
2026-05-05,Tuesday,14,Cafeteria,1,92,6.9259620713775565,65,0,0,640.6700528000564
2026-03-16,Monday,16,Fee Counter,2,81,7.083380254340015,74,0,0,285.88006440412266
2026-03-04,Wednesday,9,Admin Office,5,20,1.0112526274546088,19,0,0,3.8917860911791085
2026-01-11,Sunday,10,Cafeteria,5,76,4.8453283138918,79,0,0,75.12923082229744
2026-03-16,Monday,16,Cafeteria,5,65,4.876539135889747,66,0,1,66.82565058195952
2026-01-24,Saturday,8,Library Counter,4,66,5.089661883131269,58,0,0,84.50016469794144
2026-02-08,Sunday,17,Fee Counter,1,52,6.33373019548444,51,0,0,328.51669104230245
2026-06-26,Friday,16,Student Service Center,1,40,4.873707000245398,32,1,1,194.02372317236504
2026-06-16,Tuesday,14,Student Service Center,3,73,5.934946317982924,45,0,0,148.39713919470316
2026-05-30,Saturday,13,Student Service Center,5,99,4.244133573743831,77,0,0,82.23832949837043
2026-06-28,Sunday,13,Cafeteria,5,29,7.896336215481821,20,0,1,46.42272792468232
2026-06-25,Thursday,14,Library Counter,1,56,3.4012638016611936,18,1,0,194.70607456912546
2026-01-02,Friday,9,Student Service Center,1,46,1.0321400682734634,46,0,0,48.41010693717529
2026-05-28,Thursday,17,Student Service Center,4,47,4.603148327319275,44,0,0,57.713487980920874
2026-01-10,Saturday,10,Student Service Center,5,25,5.44654729634429,23,0,0,28.296749041032342
2026-01-22,Thursday,13,Admin Office,3,48,2.1617505124102996,9,1,0,33.38816804702502
2026-03-23,Monday,9,Library Counter,5,31,3.0602594138490007,36,0,0,19.400658940451862
2026-05-04,Monday,8,Library Counter,2,32,4.226532700751248,27,0,0,66.30800248941325
2026-03-30,Monday,11,Library Counter,2,16,6.3846078564270075,20,0,0,51.93045882094754
2026-03-15,Sunday,14,Student Service Center,3,73,2.893162432346248,45,0,0,70.81246948605212
2026-05-30,Saturday,16,Student Service Center,5,21,2.1917794809342164,22,0,0,11.889047097252863
2026-04-05,Sunday,14,Admin Office,1,60,3.4517549322263874,49,0,1,206.64835132261447
2026-05-09,Saturday,14,Admin Office,5,37,3.8510658802867583,13,0,0,30.46161177953173
2026-04-17,Friday,11,Cafeteria,2,8,1.47274370776293,5,0,0,10.439133459799079
2026-01-11,Sunday,16,Student Service Center,2,63,6.3931973292656075,65,0,0,202.51722655106815
2026-04-26,Sunday,13,Admin Office,5,54,5.951955686716606,35,0,1,66.37113627899741
2026-02-24,Tuesday,12,Library Counter,1,75,3.5312614244315057,52,0,0,265.6620947932753
2026-05-16,Saturday,12,Fee Counter,3,45,1.6321915966311709,26,0,0,22.40319929316173
2026-01-27,Tuesday,11,Admin Office,2,27,5.625646423519738,19,0,0,74.66570587612641
2026-05-13,Wednesday,12,Cafeteria,4,28,4.228909453952827,21,0,1,34.39893674686083
2026-06-26,Friday,13,Fee Counter,2,76,1.2901109019543862,54,0,0,50.05736149478722
2026-03-10,Tuesday,15,Cafeteria,1,32,7.275966852247218,24,0,0,230.73173247650087
2026-01-24,Saturday,13,Library Counter,4,74,7.002693616041194,38,1,0,131.58464632759834
2026-02-08,Sunday,12,Fee Counter,3,84,7.66639411494731,56,0,0,216.60423542157662
2026-02-13,Friday,9,Student Service Center,4,24,2.881558248803834,21,0,0,18.40761418337499
2026-04-26,Sunday,12,Admin Office,1,51,2.5582901615981593,28,0,0,128.4210567790571
2026-06-08,Monday,9,Cafeteria,2,53,5.089757977499177,56,0,1,134.88114186492112
2026-05-01,Friday,17,Cafeteria,1,45,2.123172559662159,43,0,0,98.61615032173032
2026-02-09,Monday,17,Cafeteria,2,79,1.0092314671819116,78,0,0,43.913544926602206
2026-05-17,Sunday,12,Student Service Center,5,85,3.337676682731791,44,1,0,59.63063033400368
2026-06-14,Sunday,12,Admin Office,2,116,3.773560531780096,75,1,0,219.06764326098
2026-04-04,Saturday,11,Cafeteria,5,63,2.2311293724191086,45,1,0,28.9253200477866
2026-06-23,Tuesday,11,Fee Counter,2,80,7.171703831799945,72,0,0,290.77872829760395
2026-06-04,Thursday,13,Library Counter,4,33,7.339929500762075,18,0,0,63.80094382675448
2026-06-24,Wednesday,10,Cafeteria,2,29,5.341772203888886,11,1,0,75.69614681323193
2026-02-27,Friday,9,Student Service Center,2,32,3.1421745397571756,33,0,0,52.60253755033515
2026-03-21,Saturday,14,Fee Counter,5,82,7.848865415510871,60,0,0,128.20909978423285
2026-03-17,Tuesday,11,Library Counter,2,71,5.229975137782463,71,0,0,187.93316688415564
2026-01-09,Friday,11,Admin Office,3,17,4.560713152559324,16,0,0,29.01114207421249
2026-06-12,Friday,17,Student Service Center,1,66,3.641869079358714,66,0,0,240.08688957733665
2026-04-29,Wednesday,15,Fee Counter,2,62,5.471150677145319,59,0,0,172.55881342933432
2026-04-08,Wednesday,13,Library Counter,1,46,2.229706765018693,18,0,0,102.72198124325757
2026-04-09,Thursday,13,Library Counter,2,55,5.368592523592089,24,1,0,151.73468135563064
2026-06-05,Friday,12,Fee Counter,1,30,1.825984557167797,15,0,0,56.27206868044175
2026-01-23,Friday,9,Fee Counter,1,62,6.14377979632611,60,0,0,382.70280493775726
2026-04-25,Saturday,14,Admin Office,4,68,3.917511783339091,55,0,1,70.16633166409257
2026-01-26,Monday,15,Fee Counter,1,93,4.798348854992489,71,1,0,448.8045010553017
2026-02-15,Sunday,12,Cafeteria,4,98,4.5842264426215555,65,1,0,112.06864704119245
2026-05-04,Monday,11,Library Counter,5,54,2.8855639645422384,41,1,0,33.06304678130352
2026-04-17,Friday,14,Library Counter,1,94,5.572752921039806,65,0,0,525.3225548563587
2026-03-02,Monday,16,Admin Office,2,52,4.3220949161470585,51,0,0,116.85858046934881
2026-01-23,Friday,14,Fee Counter,5,43,3.7320513304566565,18,0,0,29.475837855478165
2026-05-30,Saturday,12,Fee Counter,3,72,3.2549034015847003,39,1,0,78.11469153594066
2026-04-13,Monday,16,Admin Office,4,59,7.4319730876333505,39,1,0,108.90675829788562
2026-03-20,Friday,8,Cafeteria,1,19,2.1360582810641273,20,0,0,41.59188997148603
2026-06-24,Wednesday,10,Library Counter,2,21,4.122261597270436,14,0,0,40.97947159537616
2026-01-22,Thursday,16,Student Service Center,4,63,1.8650724431502606,63,0,0,27.86753717153689
2026-04-26,Sunday,16,Fee Counter,2,27,5.482919124118691,27,0,0,75.70347311734005
2026-02-25,Wednesday,10,Fee Counter,3,13,2.445575259658237,13,0,0,9.606787344912167
2026-02-07,Saturday,10,Admin Office,1,62,1.3377348196411998,59,0,0,81.54495729590303
2026-02-01,Sunday,11,Admin Office,3,37,3.7315029541133224,30,0,0,48.699050837607956
2026-03-11,Wednesday,9,Fee Counter,4,54,4.369153840081926,46,0,0,58.66598640355163
2026-04-10,Friday,12,Fee Counter,3,93,6.280987979383496,73,0,0,191.85755676548055
2026-02-14,Saturday,17,Admin Office,2,77,5.444889315436649,78,0,0,207.52379727576127
2026-04-14,Tuesday,12,Admin Office,2,38,2.752312659655813,26,0,1,50.528252849199546
2026-06-13,Saturday,12,Admin Office,3,47,6.031933423449088,23,0,0,94.83182121890715
2026-05-14,Thursday,11,Fee Counter,4,50,2.554000051727571,61,0,1,33.46211004504062
